P,Sex,Age,Bigram_Frequency,Conc_trailing,Freq_trailing,LR_Diversity,Letters_trailing,POS_trailing,Syll_trailing,Trailing,response_time
21,1,18,11,3.63,176.13,1,6,Verb,2,figure,772
22,1,29,11,3.63,176.13,1,6,Verb,2,figure,783
23,1,42,11,3.63,176.13,1,6,Verb,2,figure,532
24,1,48,11,3.63,176.13,1,6,Verb,2,figure,1724
25,1,47,11,3.63,176.13,1,6,Verb,2,figure,673
26,0,51,11,3.63,176.13,1,6,Verb,2,figure,895
27,1,46,11,3.63,176.13,1,6,Verb,2,figure,22
28,1,30,11,3.63,176.13,1,6,Verb,2,figure,706
29,0,29,11,3.63,176.13,1,6,Verb,2,figure,1257
29,0,29,11,3.63,176.13,1,6,Verb,2,figure,1257
1,1,30,47,3.66,63.25,269,6,Noun,2,object,528
1,1,30,47,3.66,63.25,269,6,Noun,2,object,507
2,1,50,47,3.66,63.25,269,6,Noun,2,object,867
2,1,50,47,3.66,63.25,269,6,Noun,2,object,989
3,1,60,47,3.66,63.25,269,6,Noun,2,object,670
3,1,60,47,3.66,63.25,269,6,Noun,2,object,632
4,1,51,47,3.66,63.25,269,6,Noun,2,object,484
4,1,51,47,3.66,63.25,269,6,Noun,2,object,696
5,1,29,47,3.66,63.25,269,6,Noun,2,object,551
5,1,29,47,3.66,63.25,269,6,Noun,2,object,504
6,1,30,47,3.66,63.25,269,6,Noun,2,object,918
6,1,30,47,3.66,63.25,269,6,Noun,2,object,863
7,0,38,47,3.66,63.25,269,6,Noun,2,object,516
7,0,38,47,3.66,63.25,269,6,Noun,2,object,588
8,1,30,47,3.66,63.25,269,6,Noun,2,object,607
8,1,30,47,3.66,63.25,269,6,Noun,2,object,552
9,1,46,47,3.66,63.25,269,6,Noun,2,object,670
9,1,46,47,3.66,63.25,269,6,Noun,2,object,632
10,1,21,47,3.66,63.25,269,6,Noun,2,object,627
10,1,21,47,3.66,63.25,269,6,Noun,2,object,525
11,1,20,47,3.66,63.25,269,6,Noun,2,object,679
11,1,20,47,3.66,63.25,269,6,Noun,2,object,703
12,0,24,47,3.66,63.25,269,6,Noun,2,object,487
12,0,24,47,3.66,63.25,269,6,Noun,2,object,748
13,1,29,47,3.66,63.25,269,6,Noun,2,object,560
13,1,29,47,3.66,63.25,269,6,Noun,2,object,462
14,0,22,47,3.66,63.25,269,6,Noun,2,object,506
14,0,22,47,3.66,63.25,269,6,Noun,2,object,279
16,1,22,47,3.66,63.25,269,6,Noun,2,object,1601
16,1,22,47,3.66,63.25,269,6,Noun,2,object,1293
17,1,33,47,3.66,63.25,269,6,Noun,2,object,579
17,1,33,47,3.66,63.25,269,6,Noun,2,object,554
18,1,25,47,3.66,63.25,269,6,Noun,2,object,440
18,1,25,47,3.66,63.25,269,6,Noun,2,object,492
19,1,46,47,3.66,63.25,269,6,Noun,2,object,1220
19,1,46,47,3.66,63.25,269,6,Noun,2,object,931
20,1,23,47,3.66,63.25,269,6,Noun,2,object,888
20,1,23,47,3.66,63.25,269,6,Noun,2,object,546
21,1,18,47,3.66,63.25,269,6,Noun,2,object,499
21,1,18,47,3.66,63.25,269,6,Noun,2,object,729
22,1,29,47,3.66,63.25,269,6,Noun,2,object,791
22,1,29,47,3.66,63.25,269,6,Noun,2,object,504
23,1,42,47,3.66,63.25,269,6,Noun,2,object,878
23,1,42,47,3.66,63.25,269,6,Noun,2,object,601
24,1,48,47,3.66,63.25,269,6,Noun,2,object,877
24,1,48,47,3.66,63.25,269,6,Noun,2,object,860
25,1,47,47,3.66,63.25,269,6,Noun,2,object,814
25,1,47,47,3.66,63.25,269,6,Noun,2,object,698
26,0,51,47,3.66,63.25,269,6,Noun,2,object,779
26,0,51,47,3.66,63.25,269,6,Noun,2,object,749
27,1,46,47,3.66,63.25,269,6,Noun,2,object,696
27,1,46,47,3.66,63.25,269,6,Noun,2,object,600
28,1,30,47,3.66,63.25,269,6,Noun,2,object,688
28,1,30,47,3.66,63.25,269,6,Noun,2,object,557
29,0,29,47,3.66,63.25,269,6,Noun,2,object,953
29,0,29,47,3.66,63.25,269,6,Noun,2,object,1204
29,0,29,47,3.66,63.25,269,6,Noun,2,object,953
29,0,29,47,3.66,63.25,269,6,Noun,2,object,1204
1,1,30,190,3.67,143.09,895,6,Adverb,2,inside,594
2,1,50,190,3.67,143.09,895,6,Adverb,2,inside,655
3,1,60,190,3.67,143.09,895,6,Adverb,2,inside,612
4,1,51,190,3.67,143.09,895,6,Adverb,2,inside,591
5,1,29,190,3.67,143.09,895,6,Adverb,2,inside,473
6,1,30,190,3.67,143.09,895,6,Adverb,2,inside,708
7,0,38,190,3.67,143.09,895,6,Adverb,2,inside,499
8,1,30,190,3.67,143.09,895,6,Adverb,2,inside,700
9,1,46,190,3.67,143.09,895,6,Adverb,2,inside,612
10,1,21,190,3.67,143.09,895,6,Adverb,2,inside,533
11,1,20,190,3.67,143.09,895,6,Adverb,2,inside,597
12,0,24,190,3.67,143.09,895,6,Adverb,2,inside,665
13,1,29,190,3.67,143.09,895,6,Adverb,2,inside,454
14,0,22,190,3.67,143.09,895,6,Adverb,2,inside,386
16,1,22,190,3.67,143.09,895,6,Adverb,2,inside,1195
17,1,33,190,3.67,143.09,895,6,Adverb,2,inside,573
18,1,25,190,3.67,143.09,895,6,Adverb,2,inside,461
19,1,46,190,3.67,143.09,895,6,Adverb,2,inside,684
20,1,23,190,3.67,143.09,895,6,Adverb,2,inside,521
21,1,18,190,3.67,143.09,895,6,Adverb,2,inside,511
22,1,29,190,3.67,143.09,895,6,Adverb,2,inside,568
23,1,42,190,3.67,143.09,895,6,Adverb,2,inside,576
24,1,48,190,3.67,143.09,895,6,Adverb,2,inside,597
25,1,47,190,3.67,143.09,895,6,Adverb,2,inside,619
26,0,51,190,3.67,143.09,895,6,Adverb,2,inside,704
27,1,46,190,3.67,143.09,895,6,Adverb,2,inside,628
28,1,30,190,3.67,143.09,895,6,Adverb,2,inside,554
29,0,29,190,3.67,143.09,895,6,Adverb,2,inside,790
29,0,29,190,3.67,143.09,895,6,Adverb,2,inside,790
2,1,50,0,3.68,0.77,0,5,Verb,1,droop,1202
3,1,60,0,3.68,0.77,0,5,Verb,1,droop,673
4,1,51,0,3.68,0.77,0,5,Verb,1,droop,474
6,1,30,0,3.68,0.77,0,5,Verb,1,droop,2172
8,1,30,0,3.68,0.77,0,5,Verb,1,droop,702
9,1,46,0,3.68,0.77,0,5,Verb,1,droop,673
10,1,21,0,3.68,0.77,0,5,Verb,1,droop,710
11,1,20,0,3.68,0.77,0,5,Verb,1,droop,635
14,0,22,0,3.68,0.77,0,5,Verb,1,droop,407
18,1,25,0,3.68,0.77,0,5,Verb,1,droop,574
20,1,23,0,3.68,0.77,0,5,Verb,1,droop,556
22,1,29,0,3.68,0.77,0,5,Verb,1,droop,1221
23,1,42,0,3.68,0.77,0,5,Verb,1,droop,865
26,0,51,0,3.68,0.77,0,5,Verb,1,droop,2184
27,1,46,0,3.68,0.77,0,5,Verb,1,droop,186
28,1,30,0,3.68,0.77,0,5,Verb,1,droop,1036
1,1,30,0,3.69,7.98,0,5,Adjective,1,crisp,477
2,1,50,0,3.69,7.98,0,5,Adjective,1,crisp,829
3,1,60,0,3.69,7.98,0,5,Adjective,1,crisp,579
4,1,51,0,3.69,7.98,0,5,Adjective,1,crisp,405
5,1,29,0,3.69,7.98,0,5,Adjective,1,crisp,521
6,1,30,0,3.69,7.98,0,5,Adjective,1,crisp,580
7,0,38,0,3.69,7.98,0,5,Adjective,1,crisp,406
8,1,30,0,3.69,7.98,0,5,Adjective,1,crisp,401
9,1,46,0,3.69,7.98,0,5,Adjective,1,crisp,579
10,1,21,0,3.69,7.98,0,5,Adjective,1,crisp,568
11,1,20,0,3.69,7.98,0,5,Adjective,1,crisp,540
12,0,24,0,3.69,7.98,0,5,Adjective,1,crisp,616
13,1,29,0,3.69,7.98,0,5,Adjective,1,crisp,467
14,0,22,0,3.69,7.98,0,5,Adjective,1,crisp,561
16,1,22,0,3.69,7.98,0,5,Adjective,1,crisp,1266
17,1,33,0,3.69,7.98,0,5,Adjective,1,crisp,499
18,1,25,0,3.69,7.98,0,5,Adjective,1,crisp,411
19,1,46,0,3.69,7.98,0,5,Adjective,1,crisp,859
20,1,23,0,3.69,7.98,0,5,Adjective,1,crisp,570
21,1,18,0,3.69,7.98,0,5,Adjective,1,crisp,540
22,1,29,0,3.69,7.98,0,5,Adjective,1,crisp,431
23,1,42,0,3.69,7.98,0,5,Adjective,1,crisp,822
25,1,47,0,3.69,7.98,0,5,Adjective,1,crisp,887
26,0,51,0,3.69,7.98,0,5,Adjective,1,crisp,827
27,1,46,0,3.69,7.98,0,5,Adjective,1,crisp,618
28,1,30,0,3.69,7.98,0,5,Adjective,1,crisp,515
29,0,29,0,3.69,7.98,0,5,Adjective,1,crisp,801
29,0,29,0,3.69,7.98,0,5,Adjective,1,crisp,801
1,1,30,16,3.7,37.55,2,5,Verb,1,smell,646
2,1,50,16,3.7,37.55,2,5,Verb,1,smell,711
3,1,60,16,3.7,37.55,2,5,Verb,1,smell,747
4,1,51,16,3.7,37.55,2,5,Verb,1,smell,950
5,1,29,16,3.7,37.55,2,5,Verb,1,smell,521
6,1,30,16,3.7,37.55,2,5,Verb,1,smell,730
7,0,38,16,3.7,37.55,2,5,Verb,1,smell,446
8,1,30,16,3.7,37.55,2,5,Verb,1,smell,485
9,1,46,16,3.7,37.55,2,5,Verb,1,smell,747
10,1,21,16,3.7,37.55,2,5,Verb,1,smell,522
11,1,20,16,3.7,37.55,2,5,Verb,1,smell,787
12,0,24,16,3.7,37.55,2,5,Verb,1,smell,551
13,1,29,16,3.7,37.55,2,5,Verb,1,smell,452
14,0,22,16,3.7,37.55,2,5,Verb,1,smell,508
16,1,22,16,3.7,37.55,2,5,Verb,1,smell,951
17,1,33,16,3.7,37.55,2,5,Verb,1,smell,612
18,1,25,16,3.7,37.55,2,5,Verb,1,smell,575
19,1,46,16,3.7,37.55,2,5,Verb,1,smell,798
20,1,23,16,3.7,37.55,2,5,Verb,1,smell,438
21,1,18,16,3.7,37.55,2,5,Verb,1,smell,1052
22,1,29,16,3.7,37.55,2,5,Verb,1,smell,802
23,1,42,16,3.7,37.55,2,5,Verb,1,smell,552
24,1,48,16,3.7,37.55,2,5,Verb,1,smell,956
25,1,47,16,3.7,37.55,2,5,Verb,1,smell,463
26,0,51,16,3.7,37.55,2,5,Verb,1,smell,795
27,1,46,16,3.7,37.55,2,5,Verb,1,smell,880
28,1,30,16,3.7,37.55,2,5,Verb,1,smell,658
29,0,29,16,3.7,37.55,2,5,Verb,1,smell,1040
29,0,29,16,3.7,37.55,2,5,Verb,1,smell,1040
1,1,30,34,3.7,470.89,1,4,Verb,1,left,628
2,1,50,34,3.7,470.89,1,4,Verb,1,left,635
3,1,60,34,3.7,470.89,1,4,Verb,1,left,644
4,1,51,34,3.7,470.89,1,4,Verb,1,left,517
5,1,29,34,3.7,470.89,1,4,Verb,1,left,646
6,1,30,34,3.7,470.89,1,4,Verb,1,left,641
7,0,38,34,3.7,470.89,1,4,Verb,1,left,496
8,1,30,34,3.7,470.89,1,4,Verb,1,left,574
9,1,46,34,3.7,470.89,1,4,Verb,1,left,644
10,1,21,34,3.7,470.89,1,4,Verb,1,left,414
11,1,20,34,3.7,470.89,1,4,Verb,1,left,532
12,0,24,34,3.7,470.89,1,4,Verb,1,left,544
13,1,29,34,3.7,470.89,1,4,Verb,1,left,622
16,1,22,34,3.7,470.89,1,4,Verb,1,left,970
17,1,33,34,3.7,470.89,1,4,Verb,1,left,504
18,1,25,34,3.7,470.89,1,4,Verb,1,left,489
19,1,46,34,3.7,470.89,1,4,Verb,1,left,733
20,1,23,34,3.7,470.89,1,4,Verb,1,left,559
21,1,18,34,3.7,470.89,1,4,Verb,1,left,622
22,1,29,34,3.7,470.89,1,4,Verb,1,left,621
23,1,42,34,3.7,470.89,1,4,Verb,1,left,554
24,1,48,34,3.7,470.89,1,4,Verb,1,left,1091
25,1,47,34,3.7,470.89,1,4,Verb,1,left,577
26,0,51,34,3.7,470.89,1,4,Verb,1,left,586
27,1,46,34,3.7,470.89,1,4,Verb,1,left,509
28,1,30,34,3.7,470.89,1,4,Verb,1,left,701
29,0,29,34,3.7,470.89,1,4,Verb,1,left,647
29,0,29,34,3.7,470.89,1,4,Verb,1,left,647
1,1,30,0,3.72,351.44,0,4,Noun,3,area,687
2,1,50,0,3.72,351.44,0,4,Noun,3,area,602
3,1,60,0,3.72,351.44,0,4,Noun,3,area,752
4,1,51,0,3.72,351.44,0,4,Noun,3,area,545
5,1,29,0,3.72,351.44,0,4,Noun,3,area,1521
6,1,30,0,3.72,351.44,0,4,Noun,3,area,835
7,0,38,0,3.72,351.44,0,4,Noun,3,area,387
8,1,30,0,3.72,351.44,0,4,Noun,3,area,489
9,1,46,0,3.72,351.44,0,4,Noun,3,area,752
10,1,21,0,3.72,351.44,0,4,Noun,3,area,459
11,1,20,0,3.72,351.44,0,4,Noun,3,area,586
12,0,24,0,3.72,351.44,0,4,Noun,3,area,822
13,1,29,0,3.72,351.44,0,4,Noun,3,area,507
14,0,22,0,3.72,351.44,0,4,Noun,3,area,670
16,1,22,0,3.72,351.44,0,4,Noun,3,area,1271
17,1,33,0,3.72,351.44,0,4,Noun,3,area,551
19,1,46,0,3.72,351.44,0,4,Noun,3,area,674
20,1,23,0,3.72,351.44,0,4,Noun,3,area,805
21,1,18,0,3.72,351.44,0,4,Noun,3,area,477
22,1,29,0,3.72,351.44,0,4,Noun,3,area,665
23,1,42,0,3.72,351.44,0,4,Noun,3,area,627
25,1,47,0,3.72,351.44,0,4,Noun,3,area,667
27,1,46,0,3.72,351.44,0,4,Noun,3,area,877
29,0,29,0,3.72,351.44,0,4,Noun,3,area,1258
29,0,29,0,3.72,351.44,0,4,Noun,3,area,1258
2,1,50,573,3.72,52.44,134,4,Noun,1,flow,715
3,1,60,573,3.72,52.44,134,4,Noun,1,flow,832
4,1,51,573,3.72,52.44,134,4,Noun,1,flow,631
6,1,30,573,3.72,52.44,134,4,Noun,1,flow,2982
7,0,38,573,3.72,52.44,134,4,Noun,1,flow,445
8,1,30,573,3.72,52.44,134,4,Noun,1,flow,630
9,1,46,573,3.72,52.44,134,4,Noun,1,flow,832
10,1,21,573,3.72,52.44,134,4,Noun,1,flow,493
11,1,20,573,3.72,52.44,134,4,Noun,1,flow,684
12,0,24,573,3.72,52.44,134,4,Noun,1,flow,457
14,0,22,573,3.72,52.44,134,4,Noun,1,flow,467
16,1,22,573,3.72,52.44,134,4,Noun,1,flow,696
18,1,25,573,3.72,52.44,134,4,Noun,1,flow,1041
19,1,46,573,3.72,52.44,134,4,Noun,1,flow,1377
20,1,23,573,3.72,52.44,134,4,Noun,1,flow,518
22,1,29,573,3.72,52.44,134,4,Noun,1,flow,1016
23,1,42,573,3.72,52.44,134,4,Noun,1,flow,609
24,1,48,573,3.72,52.44,134,4,Noun,1,flow,1557
26,0,51,573,3.72,52.44,134,4,Noun,1,flow,1047
27,1,46,573,3.72,52.44,134,4,Noun,1,flow,450
28,1,30,573,3.72,52.44,134,4,Noun,1,flow,657
1,1,30,11,3.78,164.65,1,4,Noun,1,club,566
2,1,50,11,3.78,164.65,1,4,Noun,1,club,580
3,1,60,11,3.78,164.65,1,4,Noun,1,club,445
4,1,51,11,3.78,164.65,1,4,Noun,1,club,396
5,1,29,11,3.78,164.65,1,4,Noun,1,club,606
6,1,30,11,3.78,164.65,1,4,Noun,1,club,1229
7,0,38,11,3.78,164.65,1,4,Noun,1,club,445
8,1,30,11,3.78,164.65,1,4,Noun,1,club,618
9,1,46,11,3.78,164.65,1,4,Noun,1,club,445
10,1,21,11,3.78,164.65,1,4,Noun,1,club,476
11,1,20,11,3.78,164.65,1,4,Noun,1,club,508
12,0,24,11,3.78,164.65,1,4,Noun,1,club,591
13,1,29,11,3.78,164.65,1,4,Noun,1,club,545
14,0,22,11,3.78,164.65,1,4,Noun,1,club,348
16,1,22,11,3.78,164.65,1,4,Noun,1,club,1170
17,1,33,11,3.78,164.65,1,4,Noun,1,club,565
18,1,25,11,3.78,164.65,1,4,Noun,1,club,492
19,1,46,11,3.78,164.65,1,4,Noun,1,club,1003
20,1,23,11,3.78,164.65,1,4,Noun,1,club,584
21,1,18,11,3.78,164.65,1,4,Noun,1,club,735
22,1,29,11,3.78,164.65,1,4,Noun,1,club,510
23,1,42,11,3.78,164.65,1,4,Noun,1,club,555
24,1,48,11,3.78,164.65,1,4,Noun,1,club,798
25,1,47,11,3.78,164.65,1,4,Noun,1,club,640
26,0,51,11,3.78,164.65,1,4,Noun,1,club,967
27,1,46,11,3.78,164.65,1,4,Noun,1,club,579
28,1,30,11,3.78,164.65,1,4,Noun,1,club,564
29,0,29,11,3.78,164.65,1,4,Noun,1,club,762
29,0,29,11,3.78,164.65,1,4,Noun,1,club,762
1,1,30,0,3.79,59.57,0,4,Noun,1,heat,426
2,1,50,0,3.79,59.57,0,4,Noun,1,heat,616
3,1,60,0,3.79,59.57,0,4,Noun,1,heat,795
4,1,51,0,3.79,59.57,0,4,Noun,1,heat,537
5,1,29,0,3.79,59.57,0,4,Noun,1,heat,668
6,1,30,0,3.79,59.57,0,4,Noun,1,heat,687
7,0,38,0,3.79,59.57,0,4,Noun,1,heat,508
8,1,30,0,3.79,59.57,0,4,Noun,1,heat,469
9,1,46,0,3.79,59.57,0,4,Noun,1,heat,795
10,1,21,0,3.79,59.57,0,4,Noun,1,heat,519
11,1,20,0,3.79,59.57,0,4,Noun,1,heat,603
12,0,24,0,3.79,59.57,0,4,Noun,1,heat,707
13,1,29,0,3.79,59.57,0,4,Noun,1,heat,489
14,0,22,0,3.79,59.57,0,4,Noun,1,heat,666
16,1,22,0,3.79,59.57,0,4,Noun,1,heat,1555
17,1,33,0,3.79,59.57,0,4,Noun,1,heat,500
18,1,25,0,3.79,59.57,0,4,Noun,1,heat,548
19,1,46,0,3.79,59.57,0,4,Noun,1,heat,810
20,1,23,0,3.79,59.57,0,4,Noun,1,heat,513
21,1,18,0,3.79,59.57,0,4,Noun,1,heat,594
22,1,29,0,3.79,59.57,0,4,Noun,1,heat,399
23,1,42,0,3.79,59.57,0,4,Noun,1,heat,859
25,1,47,0,3.79,59.57,0,4,Noun,1,heat,663
26,0,51,0,3.79,59.57,0,4,Noun,1,heat,658
27,1,46,0,3.79,59.57,0,4,Noun,1,heat,463
28,1,30,0,3.79,59.57,0,4,Noun,1,heat,636
29,0,29,0,3.79,59.57,0,4,Noun,1,heat,555
29,0,29,0,3.79,59.57,0,4,Noun,1,heat,555
1,1,30,0,3.82,196.94,0,6,Adverb,1,course,698
2,1,50,0,3.82,196.94,0,6,Adverb,1,course,903
3,1,60,0,3.82,196.94,0,6,Adverb,1,course,678
4,1,51,0,3.82,196.94,0,6,Adverb,1,course,444
5,1,29,0,3.82,196.94,0,6,Adverb,1,course,650
6,1,30,0,3.82,196.94,0,6,Adverb,1,course,1093
7,0,38,0,3.82,196.94,0,6,Adverb,1,course,401
8,1,30,0,3.82,196.94,0,6,Adverb,1,course,606
9,1,46,0,3.82,196.94,0,6,Adverb,1,course,678
10,1,21,0,3.82,196.94,0,6,Adverb,1,course,543
11,1,20,0,3.82,196.94,0,6,Adverb,1,course,587
12,0,24,0,3.82,196.94,0,6,Adverb,1,course,641
13,1,29,0,3.82,196.94,0,6,Adverb,1,course,505
14,0,22,0,3.82,196.94,0,6,Adverb,1,course,553
16,1,22,0,3.82,196.94,0,6,Adverb,1,course,1164
17,1,33,0,3.82,196.94,0,6,Adverb,1,course,1366
18,1,25,0,3.82,196.94,0,6,Adverb,1,course,544
19,1,46,0,3.82,196.94,0,6,Adverb,1,course,1160
20,1,23,0,3.82,196.94,0,6,Adverb,1,course,693
21,1,18,0,3.82,196.94,0,6,Adverb,1,course,826
22,1,29,0,3.82,196.94,0,6,Adverb,1,course,1015
24,1,48,0,3.82,196.94,0,6,Adverb,1,course,573
25,1,47,0,3.82,196.94,0,6,Adverb,1,course,20
26,0,51,0,3.82,196.94,0,6,Adverb,1,course,926
27,1,46,0,3.82,196.94,0,6,Adverb,1,course,511
28,1,30,0,3.82,196.94,0,6,Adverb,1,course,592
29,0,29,0,3.82,196.94,0,6,Adverb,1,course,1008
29,0,29,0,3.82,196.94,0,6,Adverb,1,course,1008
1,1,30,0,3.86,4.68,0,4,Verb,1,tuck,820
2,1,50,0,3.86,4.68,0,4,Verb,1,tuck,2211
3,1,60,0,3.86,4.68,0,4,Verb,1,tuck,771
4,1,51,0,3.86,4.68,0,4,Verb,1,tuck,721
5,1,29,0,3.86,4.68,0,4,Verb,1,tuck,556
6,1,30,0,3.86,4.68,0,4,Verb,1,tuck,757
7,0,38,0,3.86,4.68,0,4,Verb,1,tuck,619
8,1,30,0,3.86,4.68,0,4,Verb,1,tuck,848
9,1,46,0,3.86,4.68,0,4,Verb,1,tuck,771
10,1,21,0,3.86,4.68,0,4,Verb,1,tuck,801
11,1,20,0,3.86,4.68,0,4,Verb,1,tuck,753
12,0,24,0,3.86,4.68,0,4,Verb,1,tuck,751
13,1,29,0,3.86,4.68,0,4,Verb,1,tuck,513
14,0,22,0,3.86,4.68,0,4,Verb,1,tuck,603
16,1,22,0,3.86,4.68,0,4,Verb,1,tuck,1297
17,1,33,0,3.86,4.68,0,4,Verb,1,tuck,737
18,1,25,0,3.86,4.68,0,4,Verb,1,tuck,658
19,1,46,0,3.86,4.68,0,4,Verb,1,tuck,2864
20,1,23,0,3.86,4.68,0,4,Verb,1,tuck,639
21,1,18,0,3.86,4.68,0,4,Verb,1,tuck,631
22,1,29,0,3.86,4.68,0,4,Verb,1,tuck,853
23,1,42,0,3.86,4.68,0,4,Verb,1,tuck,594
25,1,47,0,3.86,4.68,0,4,Verb,1,tuck,1181
26,0,51,0,3.86,4.68,0,4,Verb,1,tuck,2512
27,1,46,0,3.86,4.68,0,4,Verb,1,tuck,628
28,1,30,0,3.86,4.68,0,4,Verb,1,tuck,793
29,0,29,0,3.86,4.68,0,4,Verb,1,tuck,710
29,0,29,0,3.86,4.68,0,4,Verb,1,tuck,710
1,1,30,381,3.87,407.39,78,4,Number,1,five,605
2,1,50,381,3.87,407.39,78,4,Number,1,five,523
3,1,60,381,3.87,407.39,78,4,Number,1,five,519
4,1,51,381,3.87,407.39,78,4,Number,1,five,436
5,1,29,381,3.87,407.39,78,4,Number,1,five,534
6,1,30,381,3.87,407.39,78,4,Number,1,five,834
7,0,38,381,3.87,407.39,78,4,Number,1,five,527
8,1,30,381,3.87,407.39,78,4,Number,1,five,570
9,1,46,381,3.87,407.39,78,4,Number,1,five,519
10,1,21,381,3.87,407.39,78,4,Number,1,five,610
11,1,20,381,3.87,407.39,78,4,Number,1,five,627
12,0,24,381,3.87,407.39,78,4,Number,1,five,616
13,1,29,381,3.87,407.39,78,4,Number,1,five,578
14,0,22,381,3.87,407.39,78,4,Number,1,five,479
16,1,22,381,3.87,407.39,78,4,Number,1,five,756
17,1,33,381,3.87,407.39,78,4,Number,1,five,606
19,1,46,381,3.87,407.39,78,4,Number,1,five,896
20,1,23,381,3.87,407.39,78,4,Number,1,five,705
21,1,18,381,3.87,407.39,78,4,Number,1,five,467
22,1,29,381,3.87,407.39,78,4,Number,1,five,554
23,1,42,381,3.87,407.39,78,4,Number,1,five,446
24,1,48,381,3.87,407.39,78,4,Number,1,five,852
25,1,47,381,3.87,407.39,78,4,Number,1,five,596
26,0,51,381,3.87,407.39,78,4,Number,1,five,833
27,1,46,381,3.87,407.39,78,4,Number,1,five,298
28,1,30,381,3.87,407.39,78,4,Number,1,five,555
29,0,29,381,3.87,407.39,78,4,Number,1,five,2569
29,0,29,381,3.87,407.39,78,4,Number,1,five,2569
1,1,30,0,3.89,11.71,0,4,Noun,1,sigh,1075
2,1,50,0,3.89,11.71,0,4,Noun,1,sigh,1733
3,1,60,0,3.89,11.71,0,4,Noun,1,sigh,592
4,1,51,0,3.89,11.71,0,4,Noun,1,sigh,659
5,1,29,0,3.89,11.71,0,4,Noun,1,sigh,486
6,1,30,0,3.89,11.71,0,4,Noun,1,sigh,632
7,0,38,0,3.89,11.71,0,4,Noun,1,sigh,437
8,1,30,0,3.89,11.71,0,4,Noun,1,sigh,766
9,1,46,0,3.89,11.71,0,4,Noun,1,sigh,592
10,1,21,0,3.89,11.71,0,4,Noun,1,sigh,432
12,0,24,0,3.89,11.71,0,4,Noun,1,sigh,496
13,1,29,0,3.89,11.71,0,4,Noun,1,sigh,456
14,0,22,0,3.89,11.71,0,4,Noun,1,sigh,716
16,1,22,0,3.89,11.71,0,4,Noun,1,sigh,1139
17,1,33,0,3.89,11.71,0,4,Noun,1,sigh,656
20,1,23,0,3.89,11.71,0,4,Noun,1,sigh,519
21,1,18,0,3.89,11.71,0,4,Noun,1,sigh,868
22,1,29,0,3.89,11.71,0,4,Noun,1,sigh,715
23,1,42,0,3.89,11.71,0,4,Noun,1,sigh,600
25,1,47,0,3.89,11.71,0,4,Noun,1,sigh,522
26,0,51,0,3.89,11.71,0,4,Noun,1,sigh,1181
27,1,46,0,3.89,11.71,0,4,Noun,1,sigh,482
28,1,30,0,3.89,11.71,0,4,Noun,1,sigh,1609
29,0,29,0,3.89,11.71,0,4,Noun,1,sigh,775
29,0,29,0,3.89,11.71,0,4,Noun,1,sigh,775
2,1,50,10,3.89,70.36,69,7,Noun,2,address,708
3,1,60,10,3.89,70.36,69,7,Noun,2,address,625
4,1,51,10,3.89,70.36,69,7,Noun,2,address,393
5,1,29,10,3.89,70.36,69,7,Noun,2,address,609
6,1,30,10,3.89,70.36,69,7,Noun,2,address,881
7,0,38,10,3.89,70.36,69,7,Noun,2,address,386
8,1,30,10,3.89,70.36,69,7,Noun,2,address,497
9,1,46,10,3.89,70.36,69,7,Noun,2,address,625
10,1,21,10,3.89,70.36,69,7,Noun,2,address,756
11,1,20,10,3.89,70.36,69,7,Noun,2,address,537
12,0,24,10,3.89,70.36,69,7,Noun,2,address,558
13,1,29,10,3.89,70.36,69,7,Noun,2,address,421
14,0,22,10,3.89,70.36,69,7,Noun,2,address,390
16,1,22,10,3.89,70.36,69,7,Noun,2,address,1219
17,1,33,10,3.89,70.36,69,7,Noun,2,address,1077
18,1,25,10,3.89,70.36,69,7,Noun,2,address,568
19,1,46,10,3.89,70.36,69,7,Noun,2,address,900
20,1,23,10,3.89,70.36,69,7,Noun,2,address,757
21,1,18,10,3.89,70.36,69,7,Noun,2,address,597
22,1,29,10,3.89,70.36,69,7,Noun,2,address,762
23,1,42,10,3.89,70.36,69,7,Noun,2,address,703
24,1,48,10,3.89,70.36,69,7,Noun,2,address,614
25,1,47,10,3.89,70.36,69,7,Noun,2,address,687
26,0,51,10,3.89,70.36,69,7,Noun,2,address,1065
27,1,46,10,3.89,70.36,69,7,Noun,2,address,16
28,1,30,10,3.89,70.36,69,7,Noun,2,address,635
29,0,29,10,3.89,70.36,69,7,Noun,2,address,690
29,0,29,10,3.89,70.36,69,7,Noun,2,address,690
1,1,30,13,3.89,59.83,1,6,Noun,2,spring,514
2,1,50,13,3.89,59.83,1,6,Noun,2,spring,741
3,1,60,13,3.89,59.83,1,6,Noun,2,spring,492
4,1,51,13,3.89,59.83,1,6,Noun,2,spring,317
5,1,29,13,3.89,59.83,1,6,Noun,2,spring,547
6,1,30,13,3.89,59.83,1,6,Noun,2,spring,818
7,0,38,13,3.89,59.83,1,6,Noun,2,spring,337
8,1,30,13,3.89,59.83,1,6,Noun,2,spring,439
9,1,46,13,3.89,59.83,1,6,Noun,2,spring,492
10,1,21,13,3.89,59.83,1,6,Noun,2,spring,502
12,0,24,13,3.89,59.83,1,6,Noun,2,spring,897
13,1,29,13,3.89,59.83,1,6,Noun,2,spring,591
