P,Sex,Age,Bigram_Frequency,Conc_trailing,Freq_trailing,LR_Diversity,Letters_trailing,POS_trailing,Syll_trailing,Trailing,response_time
10,1,21,0,3.07,4.75,0,6,Verb,2,digest,788
11,1,20,0,3.07,4.75,0,6,Verb,2,digest,704
12,0,24,0,3.07,4.75,0,6,Verb,2,digest,501
13,1,29,0,3.07,4.75,0,6,Verb,2,digest,456
14,0,22,0,3.07,4.75,0,6,Verb,2,digest,608
16,1,22,0,3.07,4.75,0,6,Verb,2,digest,1686
17,1,33,0,3.07,4.75,0,6,Verb,2,digest,766
19,1,46,0,3.07,4.75,0,6,Verb,2,digest,1298
20,1,23,0,3.07,4.75,0,6,Verb,2,digest,1093
21,1,18,0,3.07,4.75,0,6,Verb,2,digest,1588
22,1,29,0,3.07,4.75,0,6,Verb,2,digest,740
23,1,42,0,3.07,4.75,0,6,Verb,2,digest,892
25,1,47,0,3.07,4.75,0,6,Verb,2,digest,1779
26,0,51,0,3.07,4.75,0,6,Verb,2,digest,2263
27,1,46,0,3.07,4.75,0,6,Verb,2,digest,1673
28,1,30,0,3.07,4.75,0,6,Verb,2,digest,1911
29,0,29,0,3.07,4.75,0,6,Verb,2,digest,633
29,0,29,0,3.07,4.75,0,6,Verb,2,digest,633
2,1,50,10,3.07,252.03,569,6,Preposition,2,across,1373
3,1,60,10,3.07,252.03,569,6,Preposition,2,across,638
4,1,51,10,3.07,252.03,569,6,Preposition,2,across,386
6,1,30,10,3.07,252.03,569,6,Preposition,2,across,1120
7,0,38,10,3.07,252.03,569,6,Preposition,2,across,502
8,1,30,10,3.07,252.03,569,6,Preposition,2,across,1388
9,1,46,10,3.07,252.03,569,6,Preposition,2,across,638
10,1,21,10,3.07,252.03,569,6,Preposition,2,across,458
11,1,20,10,3.07,252.03,569,6,Preposition,2,across,600
12,0,24,10,3.07,252.03,569,6,Preposition,2,across,1041
14,0,22,10,3.07,252.03,569,6,Preposition,2,across,543
16,1,22,10,3.07,252.03,569,6,Preposition,2,across,1279
18,1,25,10,3.07,252.03,569,6,Preposition,2,across,477
19,1,46,10,3.07,252.03,569,6,Preposition,2,across,695
20,1,23,10,3.07,252.03,569,6,Preposition,2,across,529
22,1,29,10,3.07,252.03,569,6,Preposition,2,across,723
23,1,42,10,3.07,252.03,569,6,Preposition,2,across,516
24,1,48,10,3.07,252.03,569,6,Preposition,2,across,587
26,0,51,10,3.07,252.03,569,6,Preposition,2,across,1438
27,1,46,10,3.07,252.03,569,6,Preposition,2,across,381
28,1,30,10,3.07,252.03,569,6,Preposition,2,across,1705
2,1,50,0,3.08,199.81,0,5,Noun,1,trade,593
3,1,60,0,3.08,199.81,0,5,Noun,1,trade,727
4,1,51,0,3.08,199.81,0,5,Noun,1,trade,514
6,1,30,0,3.08,199.81,0,5,Noun,1,trade,2370
7,0,38,0,3.08,199.81,0,5,Noun,1,trade,443
8,1,30,0,3.08,199.81,0,5,Noun,1,trade,449
9,1,46,0,3.08,199.81,0,5,Noun,1,trade,727
10,1,21,0,3.08,199.81,0,5,Noun,1,trade,436
11,1,20,0,3.08,199.81,0,5,Noun,1,trade,551
12,0,24,0,3.08,199.81,0,5,Noun,1,trade,762
14,0,22,0,3.08,199.81,0,5,Noun,1,trade,440
16,1,22,0,3.08,199.81,0,5,Noun,1,trade,838
18,1,25,0,3.08,199.81,0,5,Noun,1,trade,540
20,1,23,0,3.08,199.81,0,5,Noun,1,trade,566
22,1,29,0,3.08,199.81,0,5,Noun,1,trade,695
23,1,42,0,3.08,199.81,0,5,Noun,1,trade,502
24,1,48,0,3.08,199.81,0,5,Noun,1,trade,1093
26,0,51,0,3.08,199.81,0,5,Noun,1,trade,1263
27,1,46,0,3.08,199.81,0,5,Noun,1,trade,214
28,1,30,0,3.08,199.81,0,5,Noun,1,trade,700
2,1,50,10,3.08,158.91,149,7,Noun,2,account,784
3,1,60,10,3.08,158.91,149,7,Noun,2,account,813
4,1,51,10,3.08,158.91,149,7,Noun,2,account,654
6,1,30,10,3.08,158.91,149,7,Noun,2,account,1955
7,0,38,10,3.08,158.91,149,7,Noun,2,account,485
8,1,30,10,3.08,158.91,149,7,Noun,2,account,663
9,1,46,10,3.08,158.91,149,7,Noun,2,account,813
10,1,21,10,3.08,158.91,149,7,Noun,2,account,601
11,1,20,10,3.08,158.91,149,7,Noun,2,account,596
12,0,24,10,3.08,158.91,149,7,Noun,2,account,955
14,0,22,10,3.08,158.91,149,7,Noun,2,account,419
16,1,22,10,3.08,158.91,149,7,Noun,2,account,967
18,1,25,10,3.08,158.91,149,7,Noun,2,account,556
19,1,46,10,3.08,158.91,149,7,Noun,2,account,636
20,1,23,10,3.08,158.91,149,7,Noun,2,account,862
22,1,29,10,3.08,158.91,149,7,Noun,2,account,511
23,1,42,10,3.08,158.91,149,7,Noun,2,account,626
24,1,48,10,3.08,158.91,149,7,Noun,2,account,813
26,0,51,10,3.08,158.91,149,7,Noun,2,account,967
27,1,46,10,3.08,158.91,149,7,Noun,2,account,482
28,1,30,10,3.08,158.91,149,7,Noun,2,account,570
1,1,30,0,3.11,52.68,0,4,Noun,1,lies,484
2,1,50,0,3.11,52.68,0,4,Noun,1,lies,700
3,1,60,0,3.11,52.68,0,4,Noun,1,lies,615
4,1,51,0,3.11,52.68,0,4,Noun,1,lies,751
5,1,29,0,3.11,52.68,0,4,Noun,1,lies,538
6,1,30,0,3.11,52.68,0,4,Noun,1,lies,695
7,0,38,0,3.11,52.68,0,4,Noun,1,lies,493
8,1,30,0,3.11,52.68,0,4,Noun,1,lies,617
9,1,46,0,3.11,52.68,0,4,Noun,1,lies,615
10,1,21,0,3.11,52.68,0,4,Noun,1,lies,464
11,1,20,0,3.11,52.68,0,4,Noun,1,lies,527
12,0,24,0,3.11,52.68,0,4,Noun,1,lies,876
13,1,29,0,3.11,52.68,0,4,Noun,1,lies,760
14,0,22,0,3.11,52.68,0,4,Noun,1,lies,657
16,1,22,0,3.11,52.68,0,4,Noun,1,lies,1009
17,1,33,0,3.11,52.68,0,4,Noun,1,lies,805
18,1,25,0,3.11,52.68,0,4,Noun,1,lies,492
19,1,46,0,3.11,52.68,0,4,Noun,1,lies,1419
20,1,23,0,3.11,52.68,0,4,Noun,1,lies,598
21,1,18,0,3.11,52.68,0,4,Noun,1,lies,503
22,1,29,0,3.11,52.68,0,4,Noun,1,lies,596
23,1,42,0,3.11,52.68,0,4,Noun,1,lies,458
25,1,47,0,3.11,52.68,0,4,Noun,1,lies,677
26,0,51,0,3.11,52.68,0,4,Noun,1,lies,2156
27,1,46,0,3.11,52.68,0,4,Noun,1,lies,624
28,1,30,0,3.11,52.68,0,4,Noun,1,lies,1016
29,0,29,0,3.11,52.68,0,4,Noun,1,lies,2894
29,0,29,0,3.11,52.68,0,4,Noun,1,lies,2894
1,1,30,1071,3.13,109.14,1036,6,Verb,2,appear,524
2,1,50,1071,3.13,109.14,1036,6,Verb,2,appear,617
3,1,60,1071,3.13,109.14,1036,6,Verb,2,appear,1352
4,1,51,1071,3.13,109.14,1036,6,Verb,2,appear,656
5,1,29,1071,3.13,109.14,1036,6,Verb,2,appear,533
6,1,30,1071,3.13,109.14,1036,6,Verb,2,appear,724
7,0,38,1071,3.13,109.14,1036,6,Verb,2,appear,559
8,1,30,1071,3.13,109.14,1036,6,Verb,2,appear,464
9,1,46,1071,3.13,109.14,1036,6,Verb,2,appear,1352
10,1,21,1071,3.13,109.14,1036,6,Verb,2,appear,439
11,1,20,1071,3.13,109.14,1036,6,Verb,2,appear,879
12,0,24,1071,3.13,109.14,1036,6,Verb,2,appear,800
13,1,29,1071,3.13,109.14,1036,6,Verb,2,appear,788
14,0,22,1071,3.13,109.14,1036,6,Verb,2,appear,481
16,1,22,1071,3.13,109.14,1036,6,Verb,2,appear,2119
17,1,33,1071,3.13,109.14,1036,6,Verb,2,appear,652
18,1,25,1071,3.13,109.14,1036,6,Verb,2,appear,465
19,1,46,1071,3.13,109.14,1036,6,Verb,2,appear,884
20,1,23,1071,3.13,109.14,1036,6,Verb,2,appear,987
21,1,18,1071,3.13,109.14,1036,6,Verb,2,appear,671
22,1,29,1071,3.13,109.14,1036,6,Verb,2,appear,1234
23,1,42,1071,3.13,109.14,1036,6,Verb,2,appear,624
24,1,48,1071,3.13,109.14,1036,6,Verb,2,appear,1191
25,1,47,1071,3.13,109.14,1036,6,Verb,2,appear,1034
26,0,51,1071,3.13,109.14,1036,6,Verb,2,appear,992
27,1,46,1071,3.13,109.14,1036,6,Verb,2,appear,619
28,1,30,1071,3.13,109.14,1036,6,Verb,2,appear,942
29,0,29,1071,3.13,109.14,1036,6,Verb,2,appear,2275
29,0,29,1071,3.13,109.14,1036,6,Verb,2,appear,2275
1,1,30,198,3.17,352.11,62,5,Noun,1,thing,410
2,1,50,198,3.17,352.11,62,5,Noun,1,thing,603
3,1,60,198,3.17,352.11,62,5,Noun,1,thing,664
4,1,51,198,3.17,352.11,62,5,Noun,1,thing,1107
5,1,29,198,3.17,352.11,62,5,Noun,1,thing,793
6,1,30,198,3.17,352.11,62,5,Noun,1,thing,1988
7,0,38,198,3.17,352.11,62,5,Noun,1,thing,398
8,1,30,198,3.17,352.11,62,5,Noun,1,thing,610
9,1,46,198,3.17,352.11,62,5,Noun,1,thing,664
10,1,21,198,3.17,352.11,62,5,Noun,1,thing,621
11,1,20,198,3.17,352.11,62,5,Noun,1,thing,545
12,0,24,198,3.17,352.11,62,5,Noun,1,thing,794
13,1,29,198,3.17,352.11,62,5,Noun,1,thing,437
14,0,22,198,3.17,352.11,62,5,Noun,1,thing,389
16,1,22,198,3.17,352.11,62,5,Noun,1,thing,1049
17,1,33,198,3.17,352.11,62,5,Noun,1,thing,678
18,1,25,198,3.17,352.11,62,5,Noun,1,thing,453
19,1,46,198,3.17,352.11,62,5,Noun,1,thing,2495
20,1,23,198,3.17,352.11,62,5,Noun,1,thing,599
21,1,18,198,3.17,352.11,62,5,Noun,1,thing,1267
22,1,29,198,3.17,352.11,62,5,Noun,1,thing,556
23,1,42,198,3.17,352.11,62,5,Noun,1,thing,560
24,1,48,198,3.17,352.11,62,5,Noun,1,thing,736
25,1,47,198,3.17,352.11,62,5,Noun,1,thing,59
26,0,51,198,3.17,352.11,62,5,Noun,1,thing,701
27,1,46,198,3.17,352.11,62,5,Noun,1,thing,255
28,1,30,198,3.17,352.11,62,5,Noun,1,thing,500
29,0,29,198,3.17,352.11,62,5,Noun,1,thing,1301
29,0,29,198,3.17,352.11,62,5,Noun,1,thing,1301
2,1,50,10,3.18,64.07,1,4,Noun,1,fund,668
3,1,60,10,3.18,64.07,1,4,Noun,1,fund,947
4,1,51,10,3.18,64.07,1,4,Noun,1,fund,431
6,1,30,10,3.18,64.07,1,4,Noun,1,fund,1838
7,0,38,10,3.18,64.07,1,4,Noun,1,fund,458
8,1,30,10,3.18,64.07,1,4,Noun,1,fund,899
9,1,46,10,3.18,64.07,1,4,Noun,1,fund,947
10,1,21,10,3.18,64.07,1,4,Noun,1,fund,593
11,1,20,10,3.18,64.07,1,4,Noun,1,fund,546
12,0,24,10,3.18,64.07,1,4,Noun,1,fund,592
14,0,22,10,3.18,64.07,1,4,Noun,1,fund,563
16,1,22,10,3.18,64.07,1,4,Noun,1,fund,875
18,1,25,10,3.18,64.07,1,4,Noun,1,fund,1113
19,1,46,10,3.18,64.07,1,4,Noun,1,fund,753
20,1,23,10,3.18,64.07,1,4,Noun,1,fund,783
22,1,29,10,3.18,64.07,1,4,Noun,1,fund,832
23,1,42,10,3.18,64.07,1,4,Noun,1,fund,428
24,1,48,10,3.18,64.07,1,4,Noun,1,fund,886
27,1,46,10,3.18,64.07,1,4,Noun,1,fund,575
28,1,30,10,3.18,64.07,1,4,Noun,1,fund,595
2,1,50,0,3.2,191.09,343,7,Noun,2,hundred,871
3,1,60,0,3.2,191.09,343,7,Noun,2,hundred,1001
4,1,51,0,3.2,191.09,343,7,Noun,2,hundred,1380
5,1,29,0,3.2,191.09,343,7,Noun,2,hundred,656
6,1,30,0,3.2,191.09,343,7,Noun,2,hundred,656
7,0,38,0,3.2,191.09,343,7,Noun,2,hundred,469
8,1,30,0,3.2,191.09,343,7,Noun,2,hundred,496
9,1,46,0,3.2,191.09,343,7,Noun,2,hundred,1001
10,1,21,0,3.2,191.09,343,7,Noun,2,hundred,463
11,1,20,0,3.2,191.09,343,7,Noun,2,hundred,2766
12,0,24,0,3.2,191.09,343,7,Noun,2,hundred,522
13,1,29,0,3.2,191.09,343,7,Noun,2,hundred,496
14,0,22,0,3.2,191.09,343,7,Noun,2,hundred,539
16,1,22,0,3.2,191.09,343,7,Noun,2,hundred,1133
17,1,33,0,3.2,191.09,343,7,Noun,2,hundred,1099
18,1,25,0,3.2,191.09,343,7,Noun,2,hundred,754
19,1,46,0,3.2,191.09,343,7,Noun,2,hundred,2920
20,1,23,0,3.2,191.09,343,7,Noun,2,hundred,788
21,1,18,0,3.2,191.09,343,7,Noun,2,hundred,788
22,1,29,0,3.2,191.09,343,7,Noun,2,hundred,577
23,1,42,0,3.2,191.09,343,7,Noun,2,hundred,506
24,1,48,0,3.2,191.09,343,7,Noun,2,hundred,564
25,1,47,0,3.2,191.09,343,7,Noun,2,hundred,562
26,0,51,0,3.2,191.09,343,7,Noun,2,hundred,779
27,1,46,0,3.2,191.09,343,7,Noun,2,hundred,607
28,1,30,0,3.2,191.09,343,7,Noun,2,hundred,575
29,0,29,0,3.2,191.09,343,7,Noun,2,hundred,1313
29,0,29,0,3.2,191.09,343,7,Noun,2,hundred,1313
1,1,30,12,3.21,67.12,1,5,Noun,1,sight,675
2,1,50,12,3.21,67.12,1,5,Noun,1,sight,1759
3,1,60,12,3.21,67.12,1,5,Noun,1,sight,753
4,1,51,12,3.21,67.12,1,5,Noun,1,sight,811
5,1,29,12,3.21,67.12,1,5,Noun,1,sight,591
6,1,30,12,3.21,67.12,1,5,Noun,1,sight,759
7,0,38,12,3.21,67.12,1,5,Noun,1,sight,575
9,1,46,12,3.21,67.12,1,5,Noun,1,sight,753
10,1,21,12,3.21,67.12,1,5,Noun,1,sight,482
11,1,20,12,3.21,67.12,1,5,Noun,1,sight,590
12,0,24,12,3.21,67.12,1,5,Noun,1,sight,1175
13,1,29,12,3.21,67.12,1,5,Noun,1,sight,513
14,0,22,12,3.21,67.12,1,5,Noun,1,sight,578
16,1,22,12,3.21,67.12,1,5,Noun,1,sight,886
17,1,33,12,3.21,67.12,1,5,Noun,1,sight,556
18,1,25,12,3.21,67.12,1,5,Noun,1,sight,721
19,1,46,12,3.21,67.12,1,5,Noun,1,sight,1240
20,1,23,12,3.21,67.12,1,5,Noun,1,sight,521
21,1,18,12,3.21,67.12,1,5,Noun,1,sight,2759
22,1,29,12,3.21,67.12,1,5,Noun,1,sight,707
23,1,42,12,3.21,67.12,1,5,Noun,1,sight,479
24,1,48,12,3.21,67.12,1,5,Noun,1,sight,1606
25,1,47,12,3.21,67.12,1,5,Noun,1,sight,857
26,0,51,12,3.21,67.12,1,5,Noun,1,sight,976
27,1,46,12,3.21,67.12,1,5,Noun,1,sight,597
28,1,30,12,3.21,67.12,1,5,Noun,1,sight,512
29,0,29,12,3.21,67.12,1,5,Noun,1,sight,1052
29,0,29,12,3.21,67.12,1,5,Noun,1,sight,1052
2,1,50,2745,3.22,204.27,115,5,Noun,1,range,1133
3,1,60,2745,3.22,204.27,115,5,Noun,1,range,894
4,1,51,2745,3.22,204.27,115,5,Noun,1,range,588
6,1,30,2745,3.22,204.27,115,5,Noun,1,range,1961
7,0,38,2745,3.22,204.27,115,5,Noun,1,range,483
8,1,30,2745,3.22,204.27,115,5,Noun,1,range,681
9,1,46,2745,3.22,204.27,115,5,Noun,1,range,894
10,1,21,2745,3.22,204.27,115,5,Noun,1,range,634
11,1,20,2745,3.22,204.27,115,5,Noun,1,range,1769
12,0,24,2745,3.22,204.27,115,5,Noun,1,range,761
14,0,22,2745,3.22,204.27,115,5,Noun,1,range,433
16,1,22,2745,3.22,204.27,115,5,Noun,1,range,940
18,1,25,2745,3.22,204.27,115,5,Noun,1,range,635
19,1,46,2745,3.22,204.27,115,5,Noun,1,range,1026
20,1,23,2745,3.22,204.27,115,5,Noun,1,range,479
22,1,29,2745,3.22,204.27,115,5,Noun,1,range,579
23,1,42,2745,3.22,204.27,115,5,Noun,1,range,443
24,1,48,2745,3.22,204.27,115,5,Noun,1,range,796
26,0,51,2745,3.22,204.27,115,5,Noun,1,range,1055
27,1,46,2745,3.22,204.27,115,5,Noun,1,range,724
28,1,30,2745,3.22,204.27,115,5,Noun,1,range,964
2,1,50,255,3.24,67.62,20,5,Verb,1,waste,706
3,1,60,255,3.24,67.62,20,5,Verb,1,waste,792
4,1,51,255,3.24,67.62,20,5,Verb,1,waste,456
5,1,29,255,3.24,67.62,20,5,Verb,1,waste,561
6,1,30,255,3.24,67.62,20,5,Verb,1,waste,2146
7,0,38,255,3.24,67.62,20,5,Verb,1,waste,505
8,1,30,255,3.24,67.62,20,5,Verb,1,waste,518
9,1,46,255,3.24,67.62,20,5,Verb,1,waste,792
10,1,21,255,3.24,67.62,20,5,Verb,1,waste,503
11,1,20,255,3.24,67.62,20,5,Verb,1,waste,1104
12,0,24,255,3.24,67.62,20,5,Verb,1,waste,498
13,1,29,255,3.24,67.62,20,5,Verb,1,waste,421
14,0,22,255,3.24,67.62,20,5,Verb,1,waste,319
16,1,22,255,3.24,67.62,20,5,Verb,1,waste,1133
17,1,33,255,3.24,67.62,20,5,Verb,1,waste,746
18,1,25,255,3.24,67.62,20,5,Verb,1,waste,559
19,1,46,255,3.24,67.62,20,5,Verb,1,waste,901
20,1,23,255,3.24,67.62,20,5,Verb,1,waste,644
21,1,18,255,3.24,67.62,20,5,Verb,1,waste,615
22,1,29,255,3.24,67.62,20,5,Verb,1,waste,738
23,1,42,255,3.24,67.62,20,5,Verb,1,waste,518
24,1,48,255,3.24,67.62,20,5,Verb,1,waste,605
25,1,47,255,3.24,67.62,20,5,Verb,1,waste,819
26,0,51,255,3.24,67.62,20,5,Verb,1,waste,1028
27,1,46,255,3.24,67.62,20,5,Verb,1,waste,387
28,1,30,255,3.24,67.62,20,5,Verb,1,waste,568
29,0,29,255,3.24,67.62,20,5,Verb,1,waste,1270
29,0,29,255,3.24,67.62,20,5,Verb,1,waste,1270
1,1,30,10,3.27,129.39,1,6,Noun,2,design,478
2,1,50,10,3.27,129.39,1,6,Noun,2,design,716
3,1,60,10,3.27,129.39,1,6,Noun,2,design,776
4,1,51,10,3.27,129.39,1,6,Noun,2,design,408
5,1,29,10,3.27,129.39,1,6,Noun,2,design,711
6,1,30,10,3.27,129.39,1,6,Noun,2,design,739
7,0,38,10,3.27,129.39,1,6,Noun,2,design,425
8,1,30,10,3.27,129.39,1,6,Noun,2,design,625
9,1,46,10,3.27,129.39,1,6,Noun,2,design,776
10,1,21,10,3.27,129.39,1,6,Noun,2,design,558
11,1,20,10,3.27,129.39,1,6,Noun,2,design,522
12,0,24,10,3.27,129.39,1,6,Noun,2,design,541
13,1,29,10,3.27,129.39,1,6,Noun,2,design,538
14,0,22,10,3.27,129.39,1,6,Noun,2,design,538
16,1,22,10,3.27,129.39,1,6,Noun,2,design,1374
17,1,33,10,3.27,129.39,1,6,Noun,2,design,625
18,1,25,10,3.27,129.39,1,6,Noun,2,design,504
19,1,46,10,3.27,129.39,1,6,Noun,2,design,850
20,1,23,10,3.27,129.39,1,6,Noun,2,design,922
21,1,18,10,3.27,129.39,1,6,Noun,2,design,519
22,1,29,10,3.27,129.39,1,6,Noun,2,design,1219
23,1,42,10,3.27,129.39,1,6,Noun,2,design,622
25,1,47,10,3.27,129.39,1,6,Noun,2,design,783
26,0,51,10,3.27,129.39,1,6,Noun,2,design,783
27,1,46,10,3.27,129.39,1,6,Noun,2,design,563
28,1,30,10,3.27,129.39,1,6,Noun,2,design,580
29,0,29,10,3.27,129.39,1,6,Noun,2,design,887
29,0,29,10,3.27,129.39,1,6,Noun,2,design,887
2,1,50,1769,3.27,297.82,498,4,Determiner,1,half,693
3,1,60,1769,3.27,297.82,498,4,Determiner,1,half,882
4,1,51,1769,3.27,297.82,498,4,Determiner,1,half,497
6,1,30,1769,3.27,297.82,498,4,Determiner,1,half,864
7,0,38,1769,3.27,297.82,498,4,Determiner,1,half,493
8,1,30,1769,3.27,297.82,498,4,Determiner,1,half,575
9,1,46,1769,3.27,297.82,498,4,Determiner,1,half,882
10,1,21,1769,3.27,297.82,498,4,Determiner,1,half,571
11,1,20,1769,3.27,297.82,498,4,Determiner,1,half,718
12,0,24,1769,3.27,297.82,498,4,Determiner,1,half,475
14,0,22,1769,3.27,297.82,498,4,Determiner,1,half,582
16,1,22,1769,3.27,297.82,498,4,Determiner,1,half,649
18,1,25,1769,3.27,297.82,498,4,Determiner,1,half,627
19,1,46,1769,3.27,297.82,498,4,Determiner,1,half,693
22,1,29,1769,3.27,297.82,498,4,Determiner,1,half,723
23,1,42,1769,3.27,297.82,498,4,Determiner,1,half,521
24,1,48,1769,3.27,297.82,498,4,Determiner,1,half,586
26,0,51,1769,3.27,297.82,498,4,Determiner,1,half,894
27,1,46,1769,3.27,297.82,498,4,Determiner,1,half,727
28,1,30,1769,3.27,297.82,498,4,Determiner,1,half,652
2,1,50,0,3.28,357.58,0,8,Noun,2,business,582
4,1,51,0,3.28,357.58,0,8,Noun,2,business,1018
5,1,29,0,3.28,357.58,0,8,Noun,2,business,560
6,1,30,0,3.28,357.58,0,8,Noun,2,business,793
7,0,38,0,3.28,357.58,0,8,Noun,2,business,471
8,1,30,0,3.28,357.58,0,8,Noun,2,business,514
10,1,21,0,3.28,357.58,0,8,Noun,2,business,487
11,1,20,0,3.28,357.58,0,8,Noun,2,business,538
12,0,24,0,3.28,357.58,0,8,Noun,2,business,691
13,1,29,0,3.28,357.58,0,8,Noun,2,business,442
14,0,22,0,3.28,357.58,0,8,Noun,2,business,412
16,1,22,0,3.28,357.58,0,8,Noun,2,business,2090
17,1,33,0,3.28,357.58,0,8,Noun,2,business,1470
18,1,25,0,3.28,357.58,0,8,Noun,2,business,619
19,1,46,0,3.28,357.58,0,8,Noun,2,business,1380
20,1,23,0,3.28,357.58,0,8,Noun,2,business,765
21,1,18,0,3.28,357.58,0,8,Noun,2,business,429
22,1,29,0,3.28,357.58,0,8,Noun,2,business,933
23,1,42,0,3.28,357.58,0,8,Noun,2,business,628
25,1,47,0,3.28,357.58,0,8,Noun,2,business,800
26,0,51,0,3.28,357.58,0,8,Noun,2,business,1488
27,1,46,0,3.28,357.58,0,8,Noun,2,business,809
28,1,30,0,3.28,357.58,0,8,Noun,2,business,633
29,0,29,0,3.28,357.58,0,8,Noun,2,business,929
29,0,29,0,3.28,357.58,0,8,Noun,2,business,929
2,1,50,0,3.3,493.85,0,6,Noun,2,number,549
3,1,60,0,3.3,493.85,0,6,Noun,2,number,972
4,1,51,0,3.3,493.85,0,6,Noun,2,number,515
6,1,30,0,3.3,493.85,0,6,Noun,2,number,1091
7,0,38,0,3.3,493.85,0,6,Noun,2,number,489
8,1,30,0,3.3,493.85,0,6,Noun,2,number,640
9,1,46,0,3.3,493.85,0,6,Noun,2,number,972
10,1,21,0,3.3,493.85,0,6,Noun,2,number,508
11,1,20,0,3.3,493.85,0,6,Noun,2,number,571
12,0,24,0,3.3,493.85,0,6,Noun,2,number,706
14,0,22,0,3.3,493.85,0,6,Noun,2,number,506
16,1,22,0,3.3,493.85,0,6,Noun,2,number,926
18,1,25,0,3.3,493.85,0,6,Noun,2,number,924
20,1,23,0,3.3,493.85,0,6,Noun,2,number,794
22,1,29,0,3.3,493.85,0,6,Noun,2,number,608
23,1,42,0,3.3,493.85,0,6,Noun,2,number,431
26,0,51,0,3.3,493.85,0,6,Noun,2,number,763
27,1,46,0,3.3,493.85,0,6,Noun,2,number,610
28,1,30,0,3.3,493.85,0,6,Noun,2,number,815
1,1,30,22,3.3,493.85,3081,6,Noun,2,number,530
2,1,50,22,3.3,493.85,3081,6,Noun,2,number,859
3,1,60,22,3.3,493.85,3081,6,Noun,2,number,586
4,1,51,22,3.3,493.85,3081,6,Noun,2,number,545
5,1,29,22,3.3,493.85,3081,6,Noun,2,number,585
7,0,38,22,3.3,493.85,3081,6,Noun,2,number,378
8,1,30,22,3.3,493.85,3081,6,Noun,2,number,478
9,1,46,22,3.3,493.85,3081,6,Noun,2,number,586
10,1,21,22,3.3,493.85,3081,6,Noun,2,number,565
11,1,20,22,3.3,493.85,3081,6,Noun,2,number,663
12,0,24,22,3.3,493.85,3081,6,Noun,2,number,656
13,1,29,22,3.3,493.85,3081,6,Noun,2,number,620
14,0,22,22,3.3,493.85,3081,6,Noun,2,number,399
16,1,22,22,3.3,493.85,3081,6,Noun,2,number,1161
17,1,33,22,3.3,493.85,3081,6,Noun,2,number,579
18,1,25,22,3.3,493.85,3081,6,Noun,2,number,564
19,1,46,22,3.3,493.85,3081,6,Noun,2,number,738
20,1,23,22,3.3,493.85,3081,6,Noun,2,number,648
22,1,29,22,3.3,493.85,3081,6,Noun,2,number,545
23,1,42,22,3.3,493.85,3081,6,Noun,2,number,502
24,1,48,22,3.3,493.85,3081,6,Noun,2,number,635
25,1,47,22,3.3,493.85,3081,6,Noun,2,number,630
26,0,51,22,3.3,493.85,3081,6,Noun,2,number,727
27,1,46,22,3.3,493.85,3081,6,Noun,2,number,633
28,1,30,22,3.3,493.85,3081,6,Noun,2,number,512
29,0,29,22,3.3,493.85,3081,6,Noun,2,number,2749
29,0,29,22,3.3,493.85,3081,6,Noun,2,number,2749
1,1,30,35,3.3,493.85,4777,6,Noun,2,number,404
2,1,50,35,3.3,493.85,4777,6,Noun,2,number,699
3,1,60,35,3.3,493.85,4777,6,Noun,2,number,670
4,1,51,35,3.3,493.85,4777,6,Noun,2,number,504
5,1,29,35,3.3,493.85,4777,6,Noun,2,number,502
6,1,30,35,3.3,493.85,4777,6,Noun,2,number,1267
7,0,38,35,3.3,493.85,4777,6,Noun,2,number,438
8,1,30,35,3.3,493.85,4777,6,Noun,2,number,471
9,1,46,35,3.3,493.85,4777,6,Noun,2,number,670
10,1,21,35,3.3,493.85,4777,6,Noun,2,number,517
11,1,20,35,3.3,493.85,4777,6,Noun,2,number,749
12,0,24,35,3.3,493.85,4777,6,Noun,2,number,465
13,1,29,35,3.3,493.85,4777,6,Noun,2,number,653
14,0,22,35,3.3,493.85,4777,6,Noun,2,number,388
16,1,22,35,3.3,493.85,4777,6,Noun,2,number,1374
17,1,33,35,3.3,493.85,4777,6,Noun,2,number,718
18,1,25,35,3.3,493.85,4777,6,Noun,2,number,523
19,1,46,35,3.3,493.85,4777,6,Noun,2,number,725
20,1,23,35,3.3,493.85,4777,6,Noun,2,number,548
21,1,18,35,3.3,493.85,4777,6,Noun,2,number,757
22,1,29,35,3.3,493.85,4777,6,Noun,2,number,454
23,1,42,35,3.3,493.85,4777,6,Noun,2,number,514
24,1,48,35,3.3,493.85,4777,6,Noun,2,number,559
25,1,47,35,3.3,493.85,4777,6,Noun,2,number,522
26,0,51,35,3.3,493.85,4777,6,Noun,2,number,1320
27,1,46,35,3.3,493.85,4777,6,Noun,2,number,431
28,1,30,35,3.3,493.85,4777,6,Noun,2,number,734
29,0,29,35,3.3,493.85,4777,6,Noun,2,number,683
29,0,29,35,3.3,493.85,4777,6,Noun,2,number,683
2,1,50,10,3.32,72.9,975,6,Adjective,2,active,697
3,1,60,10,3.32,72.9,975,6,Adjective,2,active,744
4,1,51,10,3.32,72.9,975,6,Adjective,2,active,581
6,1,30,10,3.32,72.9,975,6,Adjective,2,active,1944
7,0,38,10,3.32,72.9,975,6,Adjective,2,active,382
8,1,30,10,3.32,72.9,975,6,Adjective,2,active,483
9,1,46,10,3.32,72.9,975,6,Adjective,2,active,744
